
3 Mot inconnu : rEFInd => ====== rEFInd ====== | refind
183 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. |    => suggestions : ['']
183 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. |  -  => suggestions : [' – ', ' — ', ' − ']
183 Mot inconnu : refind =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | refind
183 Mot inconnu : refind =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | refind
183 Mot inconnu : grub =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | grub
183 Mot inconnu : usb =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | usb
183 Mot inconnu : EFI =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | efi
183 Mot inconnu : boot =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | boot
183 Mot inconnu : gparted =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | gparted
183 Mot inconnu : boote =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | boote
183 Sigle. Il est recommandé d’ôter les points pour les sigles. (S’il s’agit d’un prénom et d’un nom, mettez un espace.) =>   - Il ne vous reste plus qu'à aller sur l'ordinateur cible de l'installation et à le faire démarrer avec cette clé afin d'avoir le menu de refind, de brancher la clé 64 bits et de la faire détecter par refind afin de lancer son grub puis l'installation ou de choisir d'essayer le lubuntu 32 bits de cette clé usb et de dupliquer la structure EFI dans la partition de boot de l'ordinateur, au besoin la créer avec gparted. Lorsqu'on a vérifié que l'ordinateur boote correctement, on peut récupérer cette clé pour installer une version 64 bits d'un autre O.S. | o.s. => suggestions : ['OS', 'O.\u202fS.']

185 Espace(s) surnuméraire(s) à supprimer. => On ne peut pas installer le paquet 32 bits  dans un ubuntu 64 bits. |    => suggestions : [' ']

187 Mot inconnu : live-usb => ==== À partir d'une live-usb en automatisé ==== | live-usb

189 Mot inconnu : rEFInd => Il peut être intéressant de disposer de rEFInd sur l'ordinateur cible **avant d'installer ubuntu**. Cette installation mettra rapidement en évidence que l'ordinateur est capable de gérer le dual boot de façon standard ou qu'il faut s'attendre à des ennuis pour faire fonctionner un dual boot. __Ce qui permet de conserver un windows opérationnel le temps de mettre en place le mécanisme. | refind
189 Mot inconnu : boot => Il peut être intéressant de disposer de rEFInd sur l'ordinateur cible **avant d'installer ubuntu**. Cette installation mettra rapidement en évidence que l'ordinateur est capable de gérer le dual boot de façon standard ou qu'il faut s'attendre à des ennuis pour faire fonctionner un dual boot. __Ce qui permet de conserver un windows opérationnel le temps de mettre en place le mécanisme. | boot
189 Mot inconnu : boot => Il peut être intéressant de disposer de rEFInd sur l'ordinateur cible **avant d'installer ubuntu**. Cette installation mettra rapidement en évidence que l'ordinateur est capable de gérer le dual boot de façon standard ou qu'il faut s'attendre à des ennuis pour faire fonctionner un dual boot. __Ce qui permet de conserver un windows opérationnel le temps de mettre en place le mécanisme. | boot
189 Mot inconnu : __Ce => Il peut être intéressant de disposer de rEFInd sur l'ordinateur cible **avant d'installer ubuntu**. Cette installation mettra rapidement en évidence que l'ordinateur est capable de gérer le dual boot de façon standard ou qu'il faut s'attendre à des ennuis pour faire fonctionner un dual boot. __Ce qui permet de conserver un windows opérationnel le temps de mettre en place le mécanisme. | __ce

190 Mot inconnu : __ => __ | __

191 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) |    => suggestions : ['']
191 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) |  -  => suggestions : [' – ', ' — ', ' − ']
191 Mot inconnu : unetbootin =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) | unetbootin
191 Mot inconnu : liliusbcreator =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) | liliusbcreator
191 Mot inconnu : multisystem =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) | multisystem
191 Typographie : points de suspension. Utilisez le caractère dédié. =>   - Télécharger une version 64 bits et faire une clé USB avec les outils habituels (unetbootin, liliusbcreator, multisystem...) | ... => suggestions : ['…']

192 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Booter et choisir "essayer avant d'installer". |    => suggestions : ['']
192 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Booter et choisir "essayer avant d'installer". |  -  => suggestions : [' – ', ' — ', ' − ']
192 Mot inconnu : Booter =>   - Booter et choisir "essayer avant d'installer". | booter
192 Guillemets typographiques ouvrants. =>   - Booter et choisir "essayer avant d'installer". | " => suggestions : ['«\xa0', '“']
192 Guillemets typographiques fermants. =>   - Booter et choisir "essayer avant d'installer". | " => suggestions : ['\xa0»', '”']

193 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Mettre le clavier en français si nécessaire avec la commande **setxkbmap fr.** |    => suggestions : ['']
193 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Mettre le clavier en français si nécessaire avec la commande **setxkbmap fr.** |  -  => suggestions : [' – ', ' — ', ' − ']
193 Mot inconnu : setxkbmap =>   - Mettre le clavier en français si nécessaire avec la commande **setxkbmap fr.** | setxkbmap

194 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - Faire connaître le logiciel à l'installateur. Voir le point N°5  [[https://doc.ubuntu-fr.org/refind#installer_directement_refind_sur_cle_usb|du paragraphe 2.2]] |    => suggestions : ['']
194 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - Faire connaître le logiciel à l'installateur. Voir le point N°5  [[https://doc.ubuntu-fr.org/refind#installer_directement_refind_sur_cle_usb|du paragraphe 2.2]] |  -  => suggestions : [' – ', ' — ', ' − ']
194 Espace(s) surnuméraire(s) à supprimer. =>   - Faire connaître le logiciel à l'installateur. Voir le point N°5  [[https://doc.ubuntu-fr.org/refind#installer_directement_refind_sur_cle_usb|du paragraphe 2.2]] |    => suggestions : [' ']

196 Mot inconnu : ESP => Un message propose d'installer directement dans la partition **ESP** d'un disque dur. | esp

197 Guillemets typographiques fermants. => C'est plus simple d' | ' => suggestions : ['”', '’', '›']

200 Mot inconnu : ESP => Il faut maintenant identifier cette partition **ESP**  | esp
200 Espace(s) en fin de ligne à supprimer. => Il faut maintenant identifier cette partition **ESP**  |   => suggestions : ['']
