
5 Mot inconnu : World => ====== World of Warcraft  ====== | world
508 Mot inconnu : System => <note astuce>OSS = Open Sound System</note> | system

509 Guillemets typographiques ouvrants. => <note astuce>Avant toute autre intervention, pensez à rajouter votre utilisateur dans le groupe "audio" : | " => suggestions : ['«\xa0', '“']
509 Guillemets typographiques fermants. => <note astuce>Avant toute autre intervention, pensez à rajouter votre utilisateur dans le groupe "audio" : | " => suggestions : ['\xa0»', '”']

515 Mot inconnu : PCM => Parfois lors du lancement du programme, un bug peut couper la sortie PCM et le son ne fonctionne plus. | pcm

517 Mot inconnu : PCM => Penser à vérifier avant et après que le PCM ne soit pas a 0. | pcm

523 Mot inconnu : Wine => Ouvrir le programme //Configure Wine// se trouvant dans **Applications→Wine→Configure Wine** | wine
523 Mot inconnu : Wine => Ouvrir le programme //Configure Wine// se trouvant dans **Applications→Wine→Configure Wine** | wine
523 Mot inconnu : Wine => Ouvrir le programme //Configure Wine// se trouvant dans **Applications→Wine→Configure Wine** | wine
525 Espace(s) en fin de ligne à supprimer. => ou taper dans un terminal :  |   => suggestions : ['']

534 Il manque un espace. => Pour y remédier, [[tutoriel:comment_installer_un_paquet|installez le paquet]] **[[apt://alsa-oss|alsa-oss]]**. | comment_installer_un_paquet => suggestions : [' comment_installer_un_paquet']
534 Mot inconnu : comment_installer_un_paquet => Pour y remédier, [[tutoriel:comment_installer_un_paquet|installez le paquet]] **[[apt://alsa-oss|alsa-oss]]**. | comment_installer_un_paquet

536 Mot inconnu : aoss => Puis rajoutez aoss devant votre commande de lancement de jeu par exemple : | aoss

542 Guillemets typographiques ouvrants. => Toutefois si vous n'avez pas de son sur le serveur X secondaire, vérifiez que votre utilisateur fait partie du groupe "audio". | " => suggestions : ['«\xa0', '“']
542 Guillemets typographiques fermants. => Toutefois si vous n'avez pas de son sur le serveur X secondaire, vérifiez que votre utilisateur fait partie du groupe "audio". | " => suggestions : ['\xa0»', '”']

553 Mot inconnu : SoundOutputSystem => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | soundoutputsystem
553 Guillemets typographiques ouvrants. => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | " => suggestions : ['«\xa0', '“']
553 Guillemets typographiques fermants. => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | " => suggestions : ['\xa0»', '”']
553 Mot inconnu : WoW => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | wow
553 Mot inconnu : ALSA => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | alsa
553 Mot inconnu : Wine => **SET SoundOutputSystem "1"** dit à WoW de choisir OSS comme pilote de son car il est dit que celui-ci est meilleur que le pilote ALSA de Wine | wine

554 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * "1" pour OSS |    => suggestions : ['']
554 Guillemets typographiques ouvrants. =>   * "1" pour OSS | " => suggestions : ['«\xa0', '“']
554 Guillemets typographiques fermants. =>   * "1" pour OSS | " => suggestions : ['\xa0»', '”']

555 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * "2" pour ALSA |    => suggestions : ['']
555 Guillemets typographiques ouvrants. =>   * "2" pour ALSA | " => suggestions : ['«\xa0', '“']
555 Guillemets typographiques fermants. =>   * "2" pour ALSA | " => suggestions : ['\xa0»', '”']
555 Mot inconnu : ALSA =>   * "2" pour ALSA | alsa

556 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * "-1" pour l'auto-détection |    => suggestions : ['']
556 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. =>   * "-1" pour l'auto-détection | -1 => suggestions : ['−1', '– 1', '— 1']
556 Guillemets typographiques fermants. =>   * "-1" pour l'auto-détection | " => suggestions : ['\xa0»', '”']

557 Mot inconnu : SoundBufferSize => **SET SoundBufferSize "150** indique le buffer du son, si le son grésille un peu ou a une certaine latence avec le jeu comme des sursauts, essayez de varier de quelque peu le chiffre entre 50 et 250. Si ce chiffre est trop élevé vous subirez des problèmes de synchronisation de son</note> | soundbuffersize
557 Guillemets typographiques ouvrants. => **SET SoundBufferSize "150** indique le buffer du son, si le son grésille un peu ou a une certaine latence avec le jeu comme des sursauts, essayez de varier de quelque peu le chiffre entre 50 et 250. Si ce chiffre est trop élevé vous subirez des problèmes de synchronisation de son</note> | " => suggestions : ['«\xa0', '“']
557 Mot inconnu : buffer => **SET SoundBufferSize "150** indique le buffer du son, si le son grésille un peu ou a une certaine latence avec le jeu comme des sursauts, essayez de varier de quelque peu le chiffre entre 50 et 250. Si ce chiffre est trop élevé vous subirez des problèmes de synchronisation de son</note> | buffer

560 Mot inconnu : freeze => ==== Souris qui freeze ==== | freeze

565 Confusion probable : « peut-être » signifie « possiblement ». => Ceci peut-être résolu en vous rendant dans le menu Système/Préférences/Souris. | peut-être => suggestions : ['peut être']

567 Guillemets typographiques ouvrants. => Choisissez ensuite l'onglet "Pavé tactile" et décochez "Désactiver le pavé tactile lors de la frappe". | " => suggestions : ['«\xa0', '“']
567 Guillemets typographiques fermants. => Choisissez ensuite l'onglet "Pavé tactile" et décochez "Désactiver le pavé tactile lors de la frappe". | " => suggestions : ['\xa0»', '”']
567 Guillemets typographiques ouvrants. => Choisissez ensuite l'onglet "Pavé tactile" et décochez "Désactiver le pavé tactile lors de la frappe". | " => suggestions : ['«\xa0', '“']
567 Guillemets typographiques fermants. => Choisissez ensuite l'onglet "Pavé tactile" et décochez "Désactiver le pavé tactile lors de la frappe". | " => suggestions : ['\xa0»', '”']

571 Mot inconnu : ATI => ==== Entrée dans le monde (carte ATI) ==== | ati

593 Mot inconnu : tty => Puis redémarrez l'interface graphique (après être entré en tty : CTRL + ALT + F1) | tty

600 Accord de nombre erroné : « jeux » est au pluriel. => ==== Personnages invisible dans le jeux (carte ATI) ==== | le => suggestions : ['les']
600 Accord de nombre erroné : « jeux » devrait être au singulier. => ==== Personnages invisible dans le jeux (carte ATI) ==== | jeux => suggestions : ['jeu']
600 Mot inconnu : ATI => ==== Personnages invisible dans le jeux (carte ATI) ==== | ati

602 Mot inconnu : ATI => Si vous avez une carte ATI et utilisez l'openGL, il se peut que certaines textures du jeu ne se chargent pas. Pour régler ce problème, vous devez ajouter ce paramètre dans votre fichier Config.wtf | ati
602 Mot inconnu : openGL => Si vous avez une carte ATI et utilisez l'openGL, il se peut que certaines textures du jeu ne se chargent pas. Pour régler ce problème, vous devez ajouter ce paramètre dans votre fichier Config.wtf | opengl
602 Mot inconnu : wtf => Si vous avez une carte ATI et utilisez l'openGL, il se peut que certaines textures du jeu ne se chargent pas. Pour régler ce problème, vous devez ajouter ce paramètre dans votre fichier Config.wtf | wtf

608 Mot inconnu : Freeze => ==== Freeze au changement de configuration en jeu ==== | freeze

614 Mot inconnu : mod => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  | mod
614 Mot inconnu : Forehead => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  | forehead
614 Guillemets typographiques ouvrants. => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  | '' => suggestions : ['«\xa0', '“']
614 Mot inconnu : AddOns => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  | addons
614 Guillemets typographiques fermants. => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  | '' => suggestions : ['\xa0»', '”']
614 Espace(s) en fin de ligne à supprimer. => Ensuite, vous allez devoir installer [[http://files.wowace.com/ApplyToForehead/no-ext/ApplyToForehead.zip|le mod Forehead]]. Téléchargez-le, puis décompressez-le et enfin copiez-le dans le dossier ''AddOns'' du jeu.  |   => suggestions : ['']

615 Mot inconnu : AddOns => Lancez le jeu et connectez-vous. En bas à gauche de l'écran de sélection de vos personnages, cliquez sur le bouton **AddOns** et activez ApplyToForehead en cochant la case. Cet addon étant considéré comme périmé, cochez la case **Lancer les addons périmés**.  | addons
615 Mot inconnu : ApplyToForehead => Lancez le jeu et connectez-vous. En bas à gauche de l'écran de sélection de vos personnages, cliquez sur le bouton **AddOns** et activez ApplyToForehead en cochant la case. Cet addon étant considéré comme périmé, cochez la case **Lancer les addons périmés**.  | applytoforehead
615 Mot inconnu : addon => Lancez le jeu et connectez-vous. En bas à gauche de l'écran de sélection de vos personnages, cliquez sur le bouton **AddOns** et activez ApplyToForehead en cochant la case. Cet addon étant considéré comme périmé, cochez la case **Lancer les addons périmés**.  | addon
615 Mot inconnu : addons => Lancez le jeu et connectez-vous. En bas à gauche de l'écran de sélection de vos personnages, cliquez sur le bouton **AddOns** et activez ApplyToForehead en cochant la case. Cet addon étant considéré comme périmé, cochez la case **Lancer les addons périmés**.  | addons
615 Espace(s) en fin de ligne à supprimer. => Lancez le jeu et connectez-vous. En bas à gauche de l'écran de sélection de vos personnages, cliquez sur le bouton **AddOns** et activez ApplyToForehead en cochant la case. Cet addon étant considéré comme périmé, cochez la case **Lancer les addons périmés**.  |   => suggestions : ['']

617 Mot inconnu : gxApi => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | gxapi
617 Guillemets typographiques ouvrants. => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | " => suggestions : ['«\xa0', '“']
617 Mot inconnu : d3d => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | d3d
617 Guillemets typographiques fermants. => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | " => suggestions : ['\xa0»', '”']
617 Espace(s) surnuméraire(s) à supprimer. => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. |    => suggestions : [' ']
617 Mot inconnu : gxApi => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | gxapi
617 Guillemets typographiques ouvrants. => Relancez le jeu, connectez-vous de nouveau. Les réglages sont à présent accessibles sans problème. Cependant, la fluidité du jeu est amoindrie. De ce fait, il est vivement conseillé de remplacer de nouveau **SET gxApi "d3d"** par  **SET gxApi "opengl"** dans ''WTF/Config.wtf'' dès que vous avez sélectionné les paramètres qui vous conviennent. | " => suggestions : ['«\xa0', '“']
