
25 Mot inconnu : Edgy => ==== Edgy Eft Knot 1 Released ==== | edgy
139 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => Minutes - https://wiki.ubuntu.com/Kubuntu/Meetings/2006-07-17 |  -  => suggestions : [' – ', ' — ', ' − ']

140 Mot inconnu : IRC => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html | irc
140 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html |  -  => suggestions : [' – ', ' — ', ' − ']
140 Mot inconnu : fabbione => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html | fabbione
140 Mot inconnu : irclogs => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html | irclogs
140 Mot inconnu : ubuntu-meeting-2006-07-17 => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html | ubuntu-meeting-2006-07-17
140 Mot inconnu : html => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-17.html | html

151 Mot inconnu : Apps => ==== New Apps in Edgy ==== | apps
151 Mot inconnu : Edgy => ==== New Apps in Edgy ==== | edgy

152 Mot inconnu : available => More information available at https://wiki.ubuntu.com/Testing/Kubuntu/Edgy/Knot1/ | available
152 Mot inconnu : at => More information available at https://wiki.ubuntu.com/Testing/Kubuntu/Edgy/Knot1/ | at

157 Mot inconnu : Edubuntu => ===== Edubuntu ===== | edubuntu

159 Mot inconnu : July => === July 19, 2006 20:00 UTC === | july

160 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => Agenda - https://wiki.edubuntu.org/EdubuntuMeetingAgenda |  -  => suggestions : [' – ', ' — ', ' − ']

161 Mot inconnu : IRC => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html | irc
161 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html |  -  => suggestions : [' – ', ' — ', ' − ']
161 Mot inconnu : fabbione => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html | fabbione
161 Mot inconnu : irclogs => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html | irclogs
161 Mot inconnu : ubuntu-meeting-2006-07-19 => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html | ubuntu-meeting-2006-07-19
161 Mot inconnu : html => IRC Log - http//people.ubuntu.com/~fabbione/irclogs/ubuntu-meeting-2006-07-19.html | html

166 Mot inconnu : Xubuntu => ===== Xubuntu ===== | xubuntu

167 Mot inconnu : The => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | the
167 Mot inconnu : the => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | the
167 Mot inconnu : Xubuntu => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | xubuntu
167 Mot inconnu : list => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | list
167 Mot inconnu : is => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | is
167 Mot inconnu : over => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | over
167 Mot inconnu : and => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | and
167 Mot inconnu : additional => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | additional
167 Mot inconnu : artwork => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | artwork
167 Mot inconnu : There => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | there
167 Mot inconnu : been => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | been
167 Mot inconnu : used => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | used
167 Mot inconnu : to => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | to
167 Mot inconnu : create => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | create
167 Mot inconnu : some => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | some
167 Mot inconnu : of => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | of
167 Mot inconnu : the => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | the
167 Mot inconnu : and => The buzz on the Xubuntu mailing list is over a new logo and additional artwork. There have been productive discussions used to create some of the new logos and artwork. I must say they look pretty darn good. If you are interested in checking them out, look at https://wiki.ubuntu.com/Artwork/Incoming/XubuntuEdgy/Proposals  | and
