5 Mot inconnu : Ricoh => ====== Liste des imprimantes Ricoh supportées ======

6 Espace(s) en fin de ligne à supprimer. => Cette page donne la liste des imprimantes prises en charge par Ubuntu ou nécessitant l'ajout d'un pilote extérieur. 

10 Mot inconnu : icons => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Il manque un espace. => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |
10 Mot inconnu : png => | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Les pilotes d'impression sont installés par défaut.\\ |

11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : png => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace insécable. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Il manque un espace. => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |
11 Mot inconnu : nolink => | {{wiki:modeles:laptop_work.png?nolink|Fonctionne après configuration}} | Fonctionne après quelques manipulations |

12 Mot inconnu : icons => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Mot inconnu : png => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace insécable. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |
12 Il manque un espace. => | {{icons:process-stop.png?36|Ne fonctionne pas}} | Ne fonctionne pas |

16 Mot inconnu : Aficio => | Aficio 220 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
94 Mot inconnu : MP => | Aficio MP 171 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
94 Mot inconnu : icons => | Aficio MP 171 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
94 Il manque un espace. => | Aficio MP 171 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
94 Mot inconnu : icon-ubuntu => | Aficio MP 171 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
94 Mot inconnu : png => | Aficio MP 171 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

95 Mot inconnu : Aficio => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
95 Mot inconnu : MP => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
95 Mot inconnu : icons => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
95 Il manque un espace. => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
95 Mot inconnu : icon-ubuntu => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
95 Mot inconnu : png => | Aficio MP 2000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

96 Mot inconnu : Aficio => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
96 Mot inconnu : MP => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
96 Mot inconnu : icons => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
96 Il manque un espace. => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
96 Mot inconnu : icon-ubuntu => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
96 Mot inconnu : png => | Aficio MP 201 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

97 Mot inconnu : Aficio => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
97 Mot inconnu : MP => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
97 Mot inconnu : icons => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
97 Il manque un espace. => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
97 Mot inconnu : icon-ubuntu => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
97 Mot inconnu : png => | Aficio MP 2352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

98 Mot inconnu : Aficio => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
98 Mot inconnu : MP => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
98 Mot inconnu : icons => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
98 Il manque un espace. => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
98 Mot inconnu : icon-ubuntu => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
98 Mot inconnu : png => | Aficio MP 2500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

99 Mot inconnu : Aficio => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
99 Mot inconnu : MP => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
99 Mot inconnu : icons => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
99 Il manque un espace. => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
99 Mot inconnu : icon-ubuntu => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
99 Mot inconnu : png => | Aficio MP 2510 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

100 Mot inconnu : Aficio => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
100 Mot inconnu : MP => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
100 Mot inconnu : icons => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
100 Il manque un espace. => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
100 Mot inconnu : icon-ubuntu => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
100 Mot inconnu : png => | Aficio MP 2550 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

101 Mot inconnu : Aficio => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
101 Mot inconnu : MP => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
101 Mot inconnu : icons => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
101 Il manque un espace. => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
101 Mot inconnu : icon-ubuntu => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
101 Mot inconnu : png => | Aficio MP 2550B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

102 Mot inconnu : Aficio => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
102 Mot inconnu : MP => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
102 Mot inconnu : icons => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
102 Il manque un espace. => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
102 Mot inconnu : icon-ubuntu => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
102 Mot inconnu : png => | Aficio MP 2851 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

103 Mot inconnu : Aficio => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
103 Mot inconnu : MP => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
103 Mot inconnu : icons => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
103 Il manque un espace. => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
103 Mot inconnu : icon-ubuntu => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
103 Mot inconnu : png => | Aficio MP 2852 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

104 Mot inconnu : Aficio => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
104 Mot inconnu : MP => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
104 Mot inconnu : icons => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
104 Il manque un espace. => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
104 Mot inconnu : icon-ubuntu => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
104 Mot inconnu : png => | Aficio MP 301 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

105 Mot inconnu : Aficio => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
105 Mot inconnu : MP => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
105 Mot inconnu : icons => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
105 Il manque un espace. => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
105 Mot inconnu : icon-ubuntu => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
105 Mot inconnu : png => | Aficio MP 3010 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

106 Mot inconnu : Aficio => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
106 Mot inconnu : MP => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
106 Mot inconnu : icons => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
106 Il manque un espace. => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
106 Mot inconnu : icon-ubuntu => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
106 Mot inconnu : png => | Aficio MP 3350 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

107 Mot inconnu : Aficio => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
107 Mot inconnu : MP => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
107 Mot inconnu : icons => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
107 Il manque un espace. => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
107 Mot inconnu : icon-ubuntu => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
107 Mot inconnu : png => | Aficio MP 3350B | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

108 Mot inconnu : Aficio => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
108 Mot inconnu : MP => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
108 Mot inconnu : icons => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
108 Il manque un espace. => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
108 Mot inconnu : icon-ubuntu => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
108 Mot inconnu : png => | Aficio MP 3351 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

109 Mot inconnu : Aficio => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
109 Mot inconnu : MP => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
109 Mot inconnu : icons => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
109 Il manque un espace. => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
109 Mot inconnu : icon-ubuntu => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
109 Mot inconnu : png => | Aficio MP 3352 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

110 Mot inconnu : Aficio => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
110 Mot inconnu : MP => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
110 Mot inconnu : icons => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
110 Il manque un espace. => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
110 Mot inconnu : icon-ubuntu => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |
110 Mot inconnu : png => | Aficio MP 3500 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | |

111 Mot inconnu : Aficio => | Aficio MP 4000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Si ça ne marche pas téléchargez le deb [[http://www.openprinting.org/driver/Postscript-Ricoh|ici]] |
111 Mot inconnu : MP => | Aficio MP 4000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Si ça ne marche pas téléchargez le deb [[http://www.openprinting.org/driver/Postscript-Ricoh|ici]] |
111 Mot inconnu : icons => | Aficio MP 4000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Si ça ne marche pas téléchargez le deb [[http://www.openprinting.org/driver/Postscript-Ricoh|ici]] |
111 Il manque un espace. => | Aficio MP 4000 | {{:icons:icon-ubuntu.png| Les pilotes d'impression sont installés par défaut. Cliquez sur l'icône pour plus de détails.}} | Si ça ne marche pas téléchargez le deb [[http://www.openprinting.org/driver/Postscript-Ricoh|ici]] |
