2 Mot inconnu : acer => {{tag>matériel portable acer}}

6 Il manque un espace insécable. => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>
6 Mot inconnu : liste_portables_acer => <note>Vous cherchez un autre modèle?\\ Allez sur la [[:liste_portables_acer|liste des portables Acer]] </note>

8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Il manque un espace insécable. => ====== Liste des portables « Acer » Aspire 1xxx ======
8 Mot inconnu : xxx => ====== Liste des portables « Acer » Aspire 1xxx ======

10 Mot inconnu : xxx => Voici tous les micro-ordinateurs portables Acer Aspire 1xxx ayant été testés sous Ubuntu, classés par ordre alphabétique.

14 Mot inconnu : liste_portables_acer => [[liste_portables_acer#legende|Légende des icônes]]

16 Mot inconnu : liste_portables_acer => ^ Modèles ^ 64b ^ État ^ [[liste_portables_acer#legende|Versions]] ^ Commentaires ^

17 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1300  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Pilotes Savage beaucoup mieux gérés depuis Dapper. Veille et hibernation ok |
26 Mot inconnu : icons => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Il manque un espace. => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Mot inconnu : icon-ubuntu => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Mot inconnu : png => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Il manque un espace insécable. => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Il manque un espace. => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Mot inconnu : nolink20 => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 
26 Espace(s) en fin de ligne à supprimer. => |  Aspire 1513  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | À part la mise en veille qui fait planter le système, tout ce que j'ai testé fonctionne, même les touches spéciales du clavier (il faut néanmoins les attribuer dans le gestionnaire de raccourcis clavier de gnome). Pour le Wifi, le pilote est inclus mais il faut installer soi-même le //firmware// (cf. documentation). | 

27 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : icons => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Il manque un espace. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : png => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Il manque un espace insécable. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Il manque un espace. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : nolink20 => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : Lucid => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : ndiswrapper => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : neti2220 => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : inf => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Il manque un espace insécable. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Si “ko” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Mot inconnu : nVidia => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |
27 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1520  | :-) | {{ icons:important.png?nolink20 |Nécessite quelques réglages}} | [[:10.04]] | Sous Lucid wifi OK avec //[[:ndiswrapper]]// et driver neti2220.inf pour la version 64 (lien : [[http://files.laptopvideo2go.com/wlan/inprocomm_ipn2220_v3.07.02.2005.zip|archive (525 ko)]]), carte nVidia avec pilote propriétaire OK.  |

28 Mot inconnu : WLMI => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Mot inconnu : icons => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Il manque un espace. => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Mot inconnu : icon-ubuntu => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Mot inconnu : png => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Il manque un espace insécable. => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Il manque un espace. => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Mot inconnu : nolink20 => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Erreur d’accord probable avec « les fonctionnalités ». => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Mot inconnu : DapperDrake => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 
28 Espace(s) en fin de ligne à supprimer. => |  Aspire 1524 WLMI  | :-) | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:6.06]] | (tout les fonctionnalités n'ont pas été testées sous DapperDrake 64) | 

29 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Mot inconnu : icons => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Il manque un espace. => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Mot inconnu : icon-ubuntu => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Mot inconnu : png => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Il manque un espace insécable. => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Il manque un espace. => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Mot inconnu : nolink20 => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 
29 Espace(s) en fin de ligne à supprimer. => |  Aspire 1600  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:8.04]] | Aucun problème | 

30 Espace(s) surnuméraire(s) à supprimer. => |  Aspire 1603  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:9.04]] | Sous Hardy: Problème conflit carte réseau et module DRI //(Direct Rendering)// à commenter dans « xorg.conf » pour pouvoir accéder au réseau ou à internet. Aucun problème sous Hardy et Jaunty | 
30 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => |  Aspire 1603  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:9.04]] | Sous Hardy: Problème conflit carte réseau et module DRI //(Direct Rendering)// à commenter dans « xorg.conf » pour pouvoir accéder au réseau ou à internet. Aucun problème sous Hardy et Jaunty | 
30 Mot inconnu : icons => |  Aspire 1603  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:9.04]] | Sous Hardy: Problème conflit carte réseau et module DRI //(Direct Rendering)// à commenter dans « xorg.conf » pour pouvoir accéder au réseau ou à internet. Aucun problème sous Hardy et Jaunty | 
30 Il manque un espace. => |  Aspire 1603  | - | {{ icons:icon-ubuntu.png?nolink20 |Fonctionne immédiatement}} | [[:9.04]] | Sous Hardy: Problème conflit carte réseau et module DRI //(Direct Rendering)// à commenter dans « xorg.conf » pour pouvoir accéder au réseau ou à internet. Aucun problème sous Hardy et Jaunty | 
