6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======
6 Mot inconnu : Vaio => ====== Liste des portables « SONY Vaio » ======
6 Il manque un espace insécable. => ====== Liste des portables « SONY Vaio » ======

7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Mot inconnu : Vaio => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.
7 Il manque un espace insécable. => Voici tous les micro-ordinateurs portables « SONY Vaio » ayant été testés sous Ubuntu, classés par ordre alphabétique.

11 Mot inconnu : icons => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Il manque un espace. => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |
11 Mot inconnu : icon-ubuntu => | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Fonctionne immédiatement. |

12 Il manque un espace. => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : modeles => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |
12 Mot inconnu : laptop_work => | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | Fonctionne après configuration. |

13 Mot inconnu : icons => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace insécable. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Il manque un espace. => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |
13 Mot inconnu : nolink => | {{:icons:process-stop.png?nolink|Ne fonctionne pas}} | Le modèle ne semble pas être supporté par Ubuntu. |

16 Mot inconnu : Vaio => ===== Vaio PCG =====
16 Mot inconnu : PCG => ===== Vaio PCG =====

18 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

19 Mot inconnu : PCG-7A1M => | PCG-7A1M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Marche très bien excepté la touche Fn, le pilote graphique propriétaire 173 semble plus rapide que le current. | Lucid |
84 Mot inconnu : SVP1322D4E => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Il manque un espace. => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : modeles => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : laptop_work => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Il manque un espace. => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : modeles => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : laptop_work => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : EFI => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : dual-boot => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Accord de nombre erroné avec « 8.1 » : « préinstallé » devrait être au pluriel. => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|
84 Mot inconnu : SVP132A1CM => |SVP1322D4E| {{wiki:modeles:laptop_work.png|Fonctionne après config}}| {{wiki:modeles:laptop_work.png|Fonctionne après config}}|Installation Ubuntu Gnome 14.04 en mode EFI en dual-boot avec Windows 8.1 préinstallé. (étiquette sur l'ordi SVP132A1CM) Wifi parfois instable |Trusty|

85 Mot inconnu : Vaio => ===== Vaio SVS et SVT=====
85 Mot inconnu : SVS => ===== Vaio SVS et SVT=====
85 Mot inconnu : SVT => ===== Vaio SVS et SVT=====

88 Espace(s) surnuméraire(s) à supprimer. => ^ Modèle ^ Installation ^ Matériel ^ Commentaires  ^  [[:versions|Version]]  ^

89 Mot inconnu : SVS1311C5EW => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Il manque un espace. => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : modeles => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : laptop_work => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : icons => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Il manque un espace. => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : icon-ubuntu => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : dual-boot => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : Win7 => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : non-EFI => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Il manque un espace insécable. => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |
89 Mot inconnu : Quantal => | SVS1311C5EW | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | L'installation de Ubuntu 12.10 n'est pas possible en dual-boot avec Win7 préinstallé. Il faut effacer toutes les partitions et tout réinstaller en mode classique (non-EFI) : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=11595161#p11595161 |Spyware93]] | Quantal |

90 Mot inconnu : SVS1311F3EW => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Mot inconnu : icons => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Il manque un espace. => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Mot inconnu : icon-ubuntu => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Mot inconnu : icons => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Il manque un espace. => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |
90 Mot inconnu : icon-ubuntu => | SVS1311F3EW | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} |  | Bionic |

91 Mot inconnu : SVS1312C5E => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Il manque un espace. => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : modeles => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : laptop_work => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : icons => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Il manque un espace. => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : icon-ubuntu => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : dual-boot => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Accord de nombre erroné avec « 8 » : « préinstallé » devrait être au pluriel. => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : Boot-Repair => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Il manque un espace insécable. => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |
91 Mot inconnu : Precise => | SVS1312C5E | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Installation de Ubuntu 12.04.3 en dual-boot avec Windows 8 préinstallé. Boot-Repair nécessaire pour démarrer sur Ubuntu : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=14680121#p14680121 |Nightbringer]] | Precise |

92 Mot inconnu : SVS131A11M => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Il manque un espace. => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : modeles => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : laptop_work => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : icons => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Il manque un espace. => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : icon-ubuntu => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : Boot-Repair => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : dual-boot => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : Windows7 => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Il manque un espace insécable. => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |
92 Mot inconnu : Quantal => | SVS131A11M | {{wiki:modeles:laptop_work.png|Fonctionne après config}} | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | Boot-Repair nécessaire pour dual-boot Ubuntu 13.04/Windows7 : voir post de [[http://forum.ubuntu-fr.org/viewtopic.php?pid=13991721#p13991721 |Max1917]] | Quantal |

93 Mot inconnu : SVS131B12M => | SVS131B12M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | Touche raccourci écran<->vidéo pas testée. Si le wifi est coupé au niveau logiciel impossible de le redémarré pour cela utilisé la ligne de commande "sudo rfkill unblock all". Touche raccourci de blocage du pavé tactile, Zoom + - ne fonctionne pas. Les autres touches raccourci fonctionnent. | Precise |
93 Mot inconnu : icons => | SVS131B12M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | Touche raccourci écran<->vidéo pas testée. Si le wifi est coupé au niveau logiciel impossible de le redémarré pour cela utilisé la ligne de commande "sudo rfkill unblock all". Touche raccourci de blocage du pavé tactile, Zoom + - ne fonctionne pas. Les autres touches raccourci fonctionnent. | Precise |
93 Il manque un espace. => | SVS131B12M | {{:icons:icon-ubuntu.png|Reconnue par défaut.}} | {{wiki:modeles:laptop_work.png|Fonctionne après config}}  | Touche raccourci écran<->vidéo pas testée. Si le wifi est coupé au niveau logiciel impossible de le redémarré pour cela utilisé la ligne de commande "sudo rfkill unblock all". Touche raccourci de blocage du pavé tactile, Zoom + - ne fonctionne pas. Les autres touches raccourci fonctionnent. | Precise |
