1 Pas de majuscule sur les mois. => ====== Réunion du 30 Novembre 2010 ====== <|> novembre => suggestions : ['novembre']
659 Mot inconnu : spineaker => nov. 30 22:44:58 <McPeter>	spineaker, c'était pas le but à la base … <|> spineaker
659 Pas d’espace avant le signe “…”. => nov. 30 22:44:58 <McPeter>	spineaker, c'était pas le but à la base … <|>  … => suggestions : ['…']

661 Mot inconnu : huats => nov. 30 22:45:07 <YoBoY>	huats: par exemple oui <|> huats

664 Mot inconnu : sam7 => nov. 30 22:45:23 <huats>	sam7, le CoC (code of Conduct) c'est le document qui décrit la ligne de conduite que tout membre Ubuntu doit s'engager à suivre <|> sam7
664 Mot inconnu : CoC => nov. 30 22:45:23 <huats>	sam7, le CoC (code of Conduct) c'est le document qui décrit la ligne de conduite que tout membre Ubuntu doit s'engager à suivre <|> coc
664 Mot inconnu : of => nov. 30 22:45:23 <huats>	sam7, le CoC (code of Conduct) c'est le document qui décrit la ligne de conduite que tout membre Ubuntu doit s'engager à suivre <|> of
664 Mot inconnu : Conduct => nov. 30 22:45:23 <huats>	sam7, le CoC (code of Conduct) c'est le document qui décrit la ligne de conduite que tout membre Ubuntu doit s'engager à suivre <|> conduct

665 Accord de genre erroné avec « infinie ». => nov. 30 22:45:23 <McPeter>	histoire que ça parte pas en troll infinie (comme d'ab') <|> troll => suggestions : []
665 Accord de genre erroné avec « troll ». => nov. 30 22:45:23 <McPeter>	histoire que ça parte pas en troll infinie (comme d'ab') <|> infinie => suggestions : ['infini']

666 Mot inconnu : spineaker => nov. 30 22:45:36 <McPeter>	spineaker, je m'adressais aux "intéressés" <|> spineaker
666 Guillemets typographiques ouvrants. => nov. 30 22:45:36 <McPeter>	spineaker, je m'adressais aux "intéressés" <|> " => suggestions : ['«\xa0', '“']
666 Guillemets typographiques fermants. => nov. 30 22:45:36 <McPeter>	spineaker, je m'adressais aux "intéressés" <|> " => suggestions : ['\xa0»', '”']

668 Mot inconnu : spineaker => nov. 30 22:45:50 <McPeter>	spineaker, non mais pas grave :) <|> spineaker

671 Mot inconnu : sam7 => nov. 30 22:46:16 <YoBoY>	sam7: http://www.ubuntu.com/community/conduct si t'as un compte launchpad, tu devrais avoir accès au CoC sur ton profil <|> sam7
671 Mot inconnu : launchpad => nov. 30 22:46:16 <YoBoY>	sam7: http://www.ubuntu.com/community/conduct si t'as un compte launchpad, tu devrais avoir accès au CoC sur ton profil <|> launchpad
671 Mot inconnu : CoC => nov. 30 22:46:16 <YoBoY>	sam7: http://www.ubuntu.com/community/conduct si t'as un compte launchpad, tu devrais avoir accès au CoC sur ton profil <|> coc

672 Mot inconnu : sam7 => nov. 30 22:46:21 <kanor>	sam7, https://help.launchpad.net/Signing%20the%20Ubuntu%20Code%20of%20Conduct <|> sam7

674 Mot inconnu : sam7 => nov. 30 22:47:44 <McPeter>	sam7, version "traduite" http://wiki.ubuntu-fr.org/codedeconduite <|> sam7
674 Guillemets typographiques ouvrants. => nov. 30 22:47:44 <McPeter>	sam7, version "traduite" http://wiki.ubuntu-fr.org/codedeconduite <|> " => suggestions : ['«\xa0', '“']
674 Guillemets typographiques fermants. => nov. 30 22:47:44 <McPeter>	sam7, version "traduite" http://wiki.ubuntu-fr.org/codedeconduite <|> " => suggestions : ['\xa0»', '”']

675 Mot inconnu : spineaker => nov. 30 22:47:48 <huats>	spineaker, c'est une réunion à destination de tous <|> spineaker

676 Mot inconnu : spineaker => nov. 30 22:48:08 <huats>	spineaker, je pense que ce qui est juste pointé du doigt c'est que faire un texte à beaucoup c'est compliqué <|> spineaker

677 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:48:23 <huats>	il vaut mieux un texte qui soit réalisé par un nombre plus restreint... <|> ... => suggestions : ['…']

679 Mot inconnu : bientot => nov. 30 22:48:54 <huats>	l'idée de parler des membres c'est de dire que l'on avance et que l'on va déboucher bientot <|> bientot

681 Mot inconnu : huats => nov. 30 22:49:17 <spineaker>	huats, c'est juste que si c'est le mode choisi je ne vois pas l'intérêt d'en parler ici, après y'a un autre truc qui me dérange aussi mais ça c'est la marque de fabrique de l'asso <|> huats
681 Ni apostrophe ni trait d’union après “y”. => nov. 30 22:49:17 <spineaker>	huats, c'est juste que si c'est le mode choisi je ne vois pas l'intérêt d'en parler ici, après y'a un autre truc qui me dérange aussi mais ça c'est la marque de fabrique de l'asso <|> y'a => suggestions : ['y a']
681 Mot inconnu : y'a => nov. 30 22:49:17 <spineaker>	huats, c'est juste que si c'est le mode choisi je ne vois pas l'intérêt d'en parler ici, après y'a un autre truc qui me dérange aussi mais ça c'est la marque de fabrique de l'asso <|> y'a
681 Mot inconnu : asso => nov. 30 22:49:17 <spineaker>	huats, c'est juste que si c'est le mode choisi je ne vois pas l'intérêt d'en parler ici, après y'a un autre truc qui me dérange aussi mais ça c'est la marque de fabrique de l'asso <|> asso

682 Mot inconnu : accpete => nov. 30 22:49:21 <snip_>	N'y a-t-il pas moyen d'intégrer aux forums, une case à cocher dans le profil de l'utilisateur pour dire qu'on accpete le Code de Conduite (version française). <|> accpete

685 Mot inconnu : spineaker => nov. 30 22:49:54 <McPeter>	spineaker, beaucoup de ceux qui "fabriquent" la première mouture sont là … <|> spineaker
685 Guillemets typographiques ouvrants. => nov. 30 22:49:54 <McPeter>	spineaker, beaucoup de ceux qui "fabriquent" la première mouture sont là … <|> " => suggestions : ['«\xa0', '“']
685 Guillemets typographiques fermants. => nov. 30 22:49:54 <McPeter>	spineaker, beaucoup de ceux qui "fabriquent" la première mouture sont là … <|> " => suggestions : ['\xa0»', '”']
685 Pas d’espace avant le signe “…”. => nov. 30 22:49:54 <McPeter>	spineaker, beaucoup de ceux qui "fabriquent" la première mouture sont là … <|>  … => suggestions : ['…']

686 Mot inconnu : CGU => nov. 30 22:50:04 <olive>	mais ce serait vu comme un simple CGU <|> cgu

687 Mot inconnu : spineaker => nov. 30 22:50:08 <McPeter>	spineaker, et çça annonce aux "autres" que ça avance <|> spineaker
687 Mot inconnu : çça => nov. 30 22:50:08 <McPeter>	spineaker, et çça annonce aux "autres" que ça avance <|> çça
687 Guillemets typographiques ouvrants. => nov. 30 22:50:08 <McPeter>	spineaker, et çça annonce aux "autres" que ça avance <|> " => suggestions : ['«\xa0', '“']
687 Guillemets typographiques fermants. => nov. 30 22:50:08 <McPeter>	spineaker, et çça annonce aux "autres" que ça avance <|> " => suggestions : ['\xa0»', '”']

688 Mot inconnu : snip_ => nov. 30 22:50:17 <huats>	snip_, non à mon avis il faut que ce soit une vraie volonté de l'accepter, pas juste une CGU que l'on coche sans lire <|> snip_
688 Mot inconnu : CGU => nov. 30 22:50:17 <huats>	snip_, non à mon avis il faut que ce soit une vraie volonté de l'accepter, pas juste une CGU que l'on coche sans lire <|> cgu

689 Mot inconnu : spineaker => nov. 30 22:50:22 <huats>	spineaker, c'est quoi l'autre chose ? <|> spineaker

690 Mot inconnu : huats => nov. 30 22:50:26 <McPeter>	olive, huats +1 <|> huats

691 Mot inconnu : CGU => nov. 30 22:50:44 <snip_>	je veux pas une CGU, je veux une case à cocher <|> cgu

692 Mot inconnu : launchpad => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> launchpad
692 Mot inconnu : quelquepart => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> quelquepart
692 Guillemets typographiques ouvrants. => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> " => suggestions : ['«\xa0', '“']
692 Guillemets typographiques fermants. => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> " => suggestions : ['\xa0»', '”']
692 Guillemets typographiques ouvrants. => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> " => suggestions : ['«\xa0', '“']
692 Guillemets typographiques fermants. => nov. 30 22:50:53 <McPeter>	rien que la démarche compte launchpad quelquepart montre "l'effort" et la "volonté" <|> " => suggestions : ['\xa0»', '”']

693 Mot inconnu : snip_ => nov. 30 22:51:02 <huats>	snip_, non bien sur, mais combien de gens vont la lire si tu peux juste cocher ? <|> snip_

695 Mot inconnu : QUOTE => nov. 30 22:51:06 <aldian>	QUOTE mais s'il vous plaît autorisez les autres à utiliser votre création et indiquez dans les auteurs successifs le projet Ubuntu UNQUOTE ça fait traduction mot à mot un peu non? <|> quote
695 Mot inconnu : UNQUOTE => nov. 30 22:51:06 <aldian>	QUOTE mais s'il vous plaît autorisez les autres à utiliser votre création et indiquez dans les auteurs successifs le projet Ubuntu UNQUOTE ça fait traduction mot à mot un peu non? <|> unquote

696 Mot inconnu : snip_ => nov. 30 22:51:11 <McPeter>	snip_, ce'st ce que dit olive .. ça sera perçu par celui qui coche comme une CGU <|> snip_
696 Mot inconnu : ce'st => nov. 30 22:51:11 <McPeter>	snip_, ce'st ce que dit olive .. ça sera perçu par celui qui coche comme une CGU <|> ce'st
696 Typographie : un ou trois points ? => nov. 30 22:51:11 <McPeter>	snip_, ce'st ce que dit olive .. ça sera perçu par celui qui coche comme une CGU <|> .. => suggestions : ['…', '.']
696 Mot inconnu : CGU => nov. 30 22:51:11 <McPeter>	snip_, ce'st ce que dit olive .. ça sera perçu par celui qui coche comme une CGU <|> cgu

697 Mot inconnu : McPeter => nov. 30 22:51:14 <sam7>	tu as raison McPeter ;) <|> mcpeter

698 Mot inconnu : huats => nov. 30 22:51:26 <spineaker>	huats, en pv, pas la peine de troller plus ici et c'est hs <|> huats
698 Mot inconnu : pv => nov. 30 22:51:26 <spineaker>	huats, en pv, pas la peine de troller plus ici et c'est hs <|> pv

701 Mot inconnu : LP => nov. 30 22:51:39 <sam7>	sur LP, c'est mieux qu'une case à cocher <|> lp

702 Mot inconnu : launchpad => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> launchpad
702 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> ... => suggestions : ['…']
702 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> ... => suggestions : ['…']
702 Mot inconnu : ca => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> ca
702 Mot inconnu : CoC => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> coc
702 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> ... => suggestions : ['…']
702 Accord de genre erroné : « cas » est masculin. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> une => suggestions : ['un']
702 Confusion probable : “à” est une préposition. Pour le verbe “avoir”, écrivez “a”. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> à => suggestions : ['a']
702 Le verbe devrait être à l’infinitif. => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> coché => suggestions : ['cocher']
702 Mot inconnu : yet => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> yet
702 Mot inconnu : another => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> another
702 Mot inconnu : GCU => nov. 30 22:51:54 <avelldiroll>	je trouve très bien de devoir la signer avec une clé sur le launchpad ... c'est plus sérieux ... ca souligne l'importance du CoC ... une cas à coché serait yet another GCU <|> gcu

703 Mot inconnu : snip_ => nov. 30 22:51:57 <kinouchou>	snip_: c'est noté sur le compte LP <|> snip_
703 Mot inconnu : LP => nov. 30 22:51:57 <kinouchou>	snip_: c'est noté sur le compte LP <|> lp

704 Mot inconnu : LP => nov. 30 22:52:28 <snip_>	1/ j'utilise pas LP 2/ je parle pas anglais <|> lp

705 Mot inconnu : snip => nov. 30 22:52:36 <olive>	ce que snip veut peut-être dire, c'est qu'on aura besoin de faire le lien entre le compte ubfr et le compte LP <|> snip
705 Mot inconnu : ubfr => nov. 30 22:52:36 <olive>	ce que snip veut peut-être dire, c'est qu'on aura besoin de faire le lien entre le compte ubfr et le compte LP <|> ubfr
705 Mot inconnu : LP => nov. 30 22:52:36 <olive>	ce que snip veut peut-être dire, c'est qu'on aura besoin de faire le lien entre le compte ubfr et le compte LP <|> lp

707 Mot inconnu : snip_ => nov. 30 22:52:44 <kinouchou>	snip_: avec de l'aide on y arrivve, je l'ai fait <|> snip_
707 Mot inconnu : arrivve => nov. 30 22:52:44 <kinouchou>	snip_: avec de l'aide on y arrivve, je l'ai fait <|> arrivve

709 Typographie : un ou trois points ? => nov. 30 22:53:21 <McPeter>	olive, dans ce sens oui .. genre à l'inscription : voulez vous signer le CoC --> lien launchpad avec une explication sur la procédure d'inscription/signature sur launchpad <|> .. => suggestions : ['…', '.']
709 Forme interrogative ? Mettez un trait d’union. => nov. 30 22:53:21 <McPeter>	olive, dans ce sens oui .. genre à l'inscription : voulez vous signer le CoC --> lien launchpad avec une explication sur la procédure d'inscription/signature sur launchpad <|> voulez vous => suggestions : ['voulez-vous']
709 Mot inconnu : CoC => nov. 30 22:53:21 <McPeter>	olive, dans ce sens oui .. genre à l'inscription : voulez vous signer le CoC --> lien launchpad avec une explication sur la procédure d'inscription/signature sur launchpad <|> coc
709 Mot inconnu : launchpad => nov. 30 22:53:21 <McPeter>	olive, dans ce sens oui .. genre à l'inscription : voulez vous signer le CoC --> lien launchpad avec une explication sur la procédure d'inscription/signature sur launchpad <|> launchpad
709 Mot inconnu : launchpad => nov. 30 22:53:21 <McPeter>	olive, dans ce sens oui .. genre à l'inscription : voulez vous signer le CoC --> lien launchpad avec une explication sur la procédure d'inscription/signature sur launchpad <|> launchpad

710 Mot inconnu : snip_ => nov. 30 22:53:22 <vincentxavier>	snip_: d'ou la traduction du CoC <|> snip_
710 Confusion. La conjonction “ou” signale une alternative. Pour évoquer un lieu, un temps ou une situation, écrivez “où”. => nov. 30 22:53:22 <vincentxavier>	snip_: d'ou la traduction du CoC <|> ou => suggestions : ['où']
710 Mot inconnu : CoC => nov. 30 22:53:22 <vincentxavier>	snip_: d'ou la traduction du CoC <|> coc

711 Mot inconnu : meme => nov. 30 22:53:26 <snip_>	ce que je veux surtout dire, c'est que si c'est un élément important, meme primordial, c'est qu'il faut etre indépendant de l'anglais et de LP <|> meme
711 Mot inconnu : etre => nov. 30 22:53:26 <snip_>	ce que je veux surtout dire, c'est que si c'est un élément important, meme primordial, c'est qu'il faut etre indépendant de l'anglais et de LP <|> etre
711 Mot inconnu : LP => nov. 30 22:53:26 <snip_>	ce que je veux surtout dire, c'est que si c'est un élément important, meme primordial, c'est qu'il faut etre indépendant de l'anglais et de LP <|> lp

712 Incohérence avec « me » : « gène » devrait être un verbe. => nov. 30 22:53:28 <olive>	sur le principe, obliger les membres FR à lire de l'anglais, ça me gène. <|> gène => suggestions : ['gênent', 'gêne', 'gênes']

713 Mot inconnu : CoC => nov. 30 22:53:46 <YoBoY>	il y a une volonté de fournir un CoC traduit du côté du projet Ubuntu au fait, et c'est prévu dans le cycle de développement actuel <|> coc

714 Ni apostrophe ni trait d’union après “y”. => nov. 30 22:53:48 <vincentxavier>	y'a un groupe de réflexion LP sur la localisation du CoC <|> y'a => suggestions : ['y a']
714 Mot inconnu : y'a => nov. 30 22:53:48 <vincentxavier>	y'a un groupe de réflexion LP sur la localisation du CoC <|> y'a
714 Mot inconnu : LP => nov. 30 22:53:48 <vincentxavier>	y'a un groupe de réflexion LP sur la localisation du CoC <|> lp
714 Mot inconnu : CoC => nov. 30 22:53:48 <vincentxavier>	y'a un groupe de réflexion LP sur la localisation du CoC <|> coc

716 Confusion : écrivez “près” pour dire “proche de quelque chose”. => nov. 30 22:54:05 <YoBoY>	je suis ça de prêt également <|> prêt => suggestions : ['près']

718 Mot inconnu : launchpad => nov. 30 22:54:39 <YoBoY>	tout comme le fait que launchpad soit en anglais, je critique ça régulièrement aussi ^^" <|> launchpad

719 Mot inconnu : transfereront => nov. 30 22:55:20 <YoBoY>	peut être qu'un jour ils transfereront la gestion des profil sur le sso ubuntu.com qui est multilingue et pas celui de launchpad <|> transfereront
719 Accord de nombre erroné : « profil » devrait être au pluriel. => nov. 30 22:55:20 <YoBoY>	peut être qu'un jour ils transfereront la gestion des profil sur le sso ubuntu.com qui est multilingue et pas celui de launchpad <|> profil => suggestions : ['profils']
719 Mot inconnu : sso => nov. 30 22:55:20 <YoBoY>	peut être qu'un jour ils transfereront la gestion des profil sur le sso ubuntu.com qui est multilingue et pas celui de launchpad <|> sso
719 Mot inconnu : launchpad => nov. 30 22:55:20 <YoBoY>	peut être qu'un jour ils transfereront la gestion des profil sur le sso ubuntu.com qui est multilingue et pas celui de launchpad <|> launchpad

721 Mot inconnu : LP => nov. 30 22:56:01 <olive>	on peut scripter les manips à faire sur LP <|> lp

722 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:56:03 <olive>	mais bon... <|> ... => suggestions : ['…']

723 Mot inconnu : LP => nov. 30 22:56:31 <olive>	pas sans l'accord des admins de LP ;) <|> lp

724 Confusion. Locution “à court terme”. Une cour… Un cours… Adjectif : court(e). => nov. 30 22:56:48 <McPeter>	ça pourrait être une solution à cours terme <|> à cours terme => suggestions : ['à court terme']

726 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:57:26 <sam7>	Bonne idée ... c'est vrai que l'anglais ... ça déroutes un peu <|> ... => suggestions : ['…']
726 Typographie : points de suspension. Utilisez le caractère dédié. => nov. 30 22:57:26 <sam7>	Bonne idée ... c'est vrai que l'anglais ... ça déroutes un peu <|> ... => suggestions : ['…']
726 Conjugaison erronée. Accord avec “ça”. Le verbe devrait être à la 3ᵉ personne du singulier. => nov. 30 22:57:26 <sam7>	Bonne idée ... c'est vrai que l'anglais ... ça déroutes un peu <|> déroutes => suggestions : ['déroute']

727 Mot inconnu : LP => nov. 30 22:57:48 <McPeter>	après faut voir si LP  accepterait ça … <|> lp
727 Espace(s) surnuméraire(s) à supprimer. => nov. 30 22:57:48 <McPeter>	après faut voir si LP  accepterait ça … <|>    => suggestions : [' ']
727 Pas d’espace avant le signe “…”. => nov. 30 22:57:48 <McPeter>	après faut voir si LP  accepterait ça … <|>  … => suggestions : ['…']

730 Guillemets typographiques ouvrants. => nov. 30 22:58:37 <McPeter>	ça permet en plus par la suite, aux membres de "facilement" se lier aux divers pôles de l'asso via LP <|> " => suggestions : ['«\xa0', '“']
730 Guillemets typographiques fermants. => nov. 30 22:58:37 <McPeter>	ça permet en plus par la suite, aux membres de "facilement" se lier aux divers pôles de l'asso via LP <|> " => suggestions : ['\xa0»', '”']
730 Mot inconnu : asso => nov. 30 22:58:37 <McPeter>	ça permet en plus par la suite, aux membres de "facilement" se lier aux divers pôles de l'asso via LP <|> asso
730 Mot inconnu : LP => nov. 30 22:58:37 <McPeter>	ça permet en plus par la suite, aux membres de "facilement" se lier aux divers pôles de l'asso via LP <|> lp

732 Mot inconnu : kinouchou => nov. 30 22:59:33 <YoBoY>	pour la prochaine réunion, kinouchou tu pourras nous faire une spéciale "enventelibre" ? <|> kinouchou
732 Guillemets typographiques ouvrants. => nov. 30 22:59:33 <YoBoY>	pour la prochaine réunion, kinouchou tu pourras nous faire une spéciale "enventelibre" ? <|> " => suggestions : ['«\xa0', '“']
732 Mot inconnu : enventelibre => nov. 30 22:59:33 <YoBoY>	pour la prochaine réunion, kinouchou tu pourras nous faire une spéciale "enventelibre" ? <|> enventelibre
732 Guillemets typographiques fermants. => nov. 30 22:59:33 <YoBoY>	pour la prochaine réunion, kinouchou tu pourras nous faire une spéciale "enventelibre" ? <|> " => suggestions : ['\xa0»', '”']

735 Guillemets typographiques ouvrants. => nov. 30 23:00:09 <sam7>	c'est "compliqué tout ça" : https://help.launchpad.net/YourAccount/ImportingYourPGPKey?action=show&redirect=ImportingYourOpenPGPKey <|> " => suggestions : ['«\xa0', '“']
735 Guillemets typographiques fermants. => nov. 30 23:00:09 <sam7>	c'est "compliqué tout ça" : https://help.launchpad.net/YourAccount/ImportingYourPGPKey?action=show&redirect=ImportingYourOpenPGPKey <|> " => suggestions : ['\xa0»', '”']

739 Mot inconnu : odj => nov. 30 23:00:25 <YoBoY>	ce sera aussi à l'odj <|> odj
